AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
170314002,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,9,11,11,11,1,PPB,CICERO,Active,1729818000000,628427736,Permanent,-9768563.838475721,5139328.819468928
260210014,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 20:00:00 GMT-5,21,25,25,25,1,PPB,COLOMA,Active,1729818000000,628427737,Permanent,-9607951.854520205,5190655.130090779
370330001,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,26,25,25,25,1,PPB,CHERRYGR,Active,1729818000000,628427738,Permanent,-8846272.39509673,4342951.298327684
530531010,National Park Service,-8,2024-10-24 17:00:00 GMT-8,,,ND,-999,1,,Mount Rainier NP,Active,1729818000000,628427739,Permanent,-13594581.118554315,5902711.330528577
CC0091801,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 18:00:00 GMT-7,,,ND,-999,1,,Fort Chipewyan,Active,1729818000000,628427740,Permanent,-12376100.2362293,8117604.656943557
490210005,Utah Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,36,36,36,1,,Enoch,Active,1729818000000,628427748,Permanent,-12585283.363046719,4543809.439880078
540690010,West Virginia Division of Air Quality - Wheeling,-5,2024-10-24 20:00:00 GMT-5,20,25,25,25,1,PPB,WHEELING,Active,1729818000000,628427753,Permanent,-8983571.739970831,4882624.197024515
CC0011002,Newfoundland & Labrador DEC,-4,2024-10-24 21:00:00 GMT-4,,22,22,22,1,,FIREHALL-LABRADORCITY2,Active,1729818000000,628427756,Permanent,-7448414.402253179,6972919.55639598
060932001,Siskiyou County APCD,-8,2024-10-24 17:00:00 GMT-8,38,31,31,31,1,PPB,Yreka,Active,1729818000000,628427758,Permanent,-13651508.792951087,5120141.362988601
482150043,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,27,27,27,27,1,PPB,Mission C43,Active,1729818000000,628427760,Permanent,-10941711.86192601,3027127.088774729
400310651,Oklahoma Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,40,35,35,35,1,PPB,Lawton North,Active,1729818000000,628427763,Permanent,-10957044.118031947,4114118.346349855
840060172004,California Air Resources Board,-8,2024-10-24 17:00:00 GMT-8,,45,45,45,1,,Placerville - Canal Street,Active,1729818000000,628427767,Permanent,-13448919.230892843,4683109.522455896
391030004,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,25,21,21,21,1,PPB,Chippewa,Active,1729818000000,628427776,Permanent,-9119726.831799066,5021254.736231452
171670014,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,36,33,33,33,1,PPB,SPFD_IB,Active,1729818000000,628427777,Permanent,-9978781.902599046,4841489.924853478
060731006,San Diego APCD,-8,2024-10-24 17:00:00 GMT-8,79,136,136,136,1,PPB,Alpine,Active,1729818000000,628427781,Permanent,-12998590.591102967,3874390.1870299187
360290002,New York Dept. of Environmental Conservation,-5,2024-10-24 20:00:00 GMT-5,8,14,14,14,1,PPB,Amherst,Active,1729818000000,628427783,Permanent,-8769348.734527236,5310830.340134966
840490190007,Utah Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,36,36,36,1,,Moab #7,Active,1729818000000,628427786,Permanent,-12193621.65337777,4659701.923086906
370110002,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,,,ND,-999,1,,Linville Falls,Active,1729818000000,628427793,Permanent,-9120747.85416862,4296817.028709901
450250001,South Carolina DES,-5,2024-10-24 20:00:00 GMT-5,56,50,50,50,1,PPB,Chesterfield,Active,1729818000000,628427794,Permanent,-8927700.487541687,4111723.933566753
201770013,Kansas Dept. of Health and Environment,-6,2024-10-24 19:00:00 GMT-6,48,42,42,42,1,PPB,KNI-Topeka,Active,1729818000000,628427795,Permanent,-10654544.311111324,4725138.6079844795
000100134,Metro Vancouver,-8,2024-10-24 17:00:00 GMT-8,19,19,19,19,1,PPB,Vancouver Airport,Active,1729818000000,628427796,Permanent,-13709242.4204612,6306547.259018764
420070014,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,17,19,19,19,1,PPB,Beaver Falls,Active,1729818000000,628427800,Permanent,-8940814.591474079,4975212.9430794725
840040059999,National Park Service,-7,2024-10-24 18:00:00 GMT-7,,43,43,43,1,,Grand Canyon ozone bench,Active,1729818000000,628427806,Permanent,-12479697.271307262,4308941.563743627
300630024,Montana DEQ,-7,2024-10-24 18:00:00 GMT-7,29,27,27,27,1,PPB,Missoula,Active,1729818000000,628427809,Permanent,-12692709.454649499,5916370.811080878
120952002,Florida Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,41,41,41,1,,Winter Park,Active,1729818000000,628427814,Permanent,-9057265.465514958,3324794.8038871293
310550019,Douglas County Health Department (Omaha),-6,2024-10-24 19:00:00 GMT-6,23,28,28,28,1,PPB,NCORE,Active,1729818000000,628427815,Permanent,-10683676.621851925,5048901.879058866
400670671,Oklahoma Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,39,37,37,37,1,PPB,Waurika,Active,1729818000000,628427817,Permanent,-10913395.18909445,4059283.068989248
040137024,Salt River Pima-Maricopa Indian Community,-7,2024-10-24 18:00:00 GMT-7,45,37,37,37,1,PPB,High School,Active,1729818000000,628427828,Permanent,-12449726.83612048,3962928.092362829
061130004,California Air Resources Board,-8,2024-10-24 17:00:00 GMT-8,,35,35,35,1,,Davis - UCD Campus,Active,1729818000000,628427833,Permanent,-13555752.880165618,4655217.465719779
481130087,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,36,32,32,32,1,PPB,Dallas Redbird Airport C402,Active,1729818000000,628427834,Permanent,-10783708.31627876,3852469.501635256
510330001,Virginia Dept. of Environmental Quality,-5,2024-10-24 20:00:00 GMT-5,,29,29,29,1,,CORBIN,Active,1729818000000,628427835,Permanent,-8613614.993297262,4607840.998546598
370750001,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,60,64,64,64,1,PPB,JOANBOLD,Active,1729818000000,628427837,Permanent,-9328072.390767757,4198970.557432093
051430005,Arkansas Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,,40,40,40,1,,SPRNGDLE,Active,1729818000000,628427838,Permanent,-10477015.326778935,4325376.760038809
170313103,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,11,18,18,18,1,PPB,SCHILPRK,Active,1729818000000,628427844,Permanent,-9782322.704898786,5155738.054781795
190850007,Iowa DNR,-6,2024-10-24 19:00:00 GMT-6,25,28,28,28,1,PPB,"Pisgah, Forestry Office",Active,1729818000000,628427845,Permanent,-10678667.356085716,5135876.715541154
550590025,Wisconsin Dept. of Natural Resources,-6,2024-10-24 19:00:00 GMT-6,39,34,34,34,1,PPB,Kenosha-Water Tower,Active,1729818000000,628427846,Permanent,-9783424.767857641,5250679.706956058
421010048,Philadelphia Air Management Services,-5,2024-10-24 20:00:00 GMT-5,,29,29,29,1,,NEW,Active,1729818000000,628427847,Permanent,-8357960.09789481,4864691.031340676
291370001,Missouri Department of Natural Resources,-6,2024-10-24 19:00:00 GMT-6,37,36,36,36,1,PPB,Mark Twain SP,Active,1729818000000,628427850,Permanent,-10217903.62722888,4789955.869252275
370870008,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,23,31,31,31,1,PPB,WNVLELSC,Active,1729818000000,628427853,Permanent,-9235468.4893641,4233026.29293249
060070008,California Air Resources Board,-8,2024-10-24 17:00:00 GMT-8,,39,39,39,1,,Chico -  East,Active,1729818000000,628427855,Permanent,-13563219.078413125,4831370.463379817
TPCD0008T,Thailand Pollution Control Department,7,2024-10-25 08:00:00 GMT+7,,,ND,-999,1,,Prabadang Rehabiltation Center,Active,1729818000000,628427861,Permanent,11192444.098126091,1535706.0473901504
040134005,Maricopa County Air Quality Department,-7,2024-10-24 18:00:00 GMT-7,32,33,33,33,1,PPB,Tempe,Active,1729818000000,628427868,Permanent,-12460513.806097839,3950171.9741200833
390355002,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,21,21,21,21,1,PPB,Mayfield,Active,1729818000000,628427869,Permanent,-9067962.044065794,5091880.7374832155
360050133,New York Dept. of Environmental Conservation,-5,2024-10-24 20:00:00 GMT-5,21,24,24,24,1,PPB,Pfizer Lab,Active,1729818000000,628427871,Permanent,-8224083.604723624,4992891.14699503
CC0090228,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 18:00:00 GMT-7,,33,33,33,1,,Calgary Central2,Active,1729818000000,628427872,Permanent,-12698789.279958664,6629719.882399074
061072010,San Joaquin Valley Unified APCD,-8,2024-10-24 17:00:00 GMT-8,,64,64,64,1,,Porterville-NFS,Active,1729818000000,628427876,Permanent,-13253141.976393184,4305011.651091659
80039SE02,Sistema Integral de Monitoreo Ambiental,-6,2024-10-24 19:00:00 GMT-6,,,ND,-999,1,,Juarez,Active,1729818000000,628427878,Permanent,-11142586.769867564,2955315.7620515353
000055702,Canada-Quebec1,-5,2024-10-24 20:00:00 GMT-5,22,22,22,22,1,PPB,Lévis - Parc Georges Maranda,Active,1729818000000,628427879,Permanent,-7922423.369402563,5909876.902415223
CC0040302,Canada-New Brunswick1,-4,2024-10-24 21:00:00 GMT-4,24,22,22,22,1,PPB,MONCTON,Active,1729818000000,628427882,Permanent,-7212349.622160018,5796611.791758506
840490510001,Utah Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,46,46,46,1,,Heber,Active,1729818000000,628427891,Permanent,-12400727.447177496,4938570.53490398
250051006,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,30,30,30,1,,Fairhaven2,Active,1729818000000,628427893,Permanent,-7892329.258261509,5108009.1989109935
450510008,South Carolina DES,-5,2024-10-24 20:00:00 GMT-5,35,39,39,39,1,PPB,Coastal Carolina,Active,1729818000000,628427894,Permanent,-8793582.987672932,4002045.4042406394
TPCD0010T,Thailand Pollution Control Department,7,2024-10-25 08:00:00 GMT+7,,,ND,-999,1,,National Housing Authority Klongchan,Active,1729818000000,628427895,Permanent,11203871.489133984,1548973.9791691217
120110033,Broward County Natural Resources Division,-5,2024-10-24 20:00:00 GMT-5,26,28,28,28,1,PPB,V_VIEW,Active,1729818000000,628427898,Permanent,-8943252.043044489,3008149.9051513416
261659991,EPA Office of Atmospheric Protection,-5,2024-10-24 20:00:00 GMT-5,,31,31,31,1,,Hoxeyville,Active,1729818000000,628427902,Permanent,-9544421.5984855,5493479.841295027
061111004,Ventura County APCD,-8,2024-10-24 17:00:00 GMT-8,60,47,47,47,1,PPB,Ojai - Ojai Ave.,Active,1729818000000,628427906,Permanent,-13272767.602620041,4089125.387936172
130850001,Georgia Department of Natural Resources,-5,2024-10-24 20:00:00 GMT-5,,31,31,31,1,,Dawsonville,Active,1729818000000,628427907,Permanent,-9357082.250068482,4079644.853045353
280470008,Mississippi DEQ,-6,2024-10-24 19:00:00 GMT-6,48,45,45,45,1,PPB,GPORT YC,Active,1729818000000,628427909,Permanent,-9912972.379990349,3553795.732858039
840060739991,EPA Office of Atmospheric Protection,-8,2024-10-24 17:00:00 GMT-8,,100,100,100,1,,La Posta Band of Indians,Active,1729818000000,628427910,Permanent,-12953626.86765971,3858884.083213238
390170023,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,3,12,12,12,1,PPB,Crawford Woods,Active,1729818000000,628427919,Permanent,-9411009.530229904,4776923.138145396
420130801,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,,ND,-999,1,,Altoona,Active,1729818000000,628427923,Permanent,-8726212.431844844,4941065.343577329
000066101,Canadian Air and Precipitation Monitoring Network,-5,2024-10-24 20:00:00 GMT-5,17,19,19,19,1,PPB,Bonner Lake,Active,1729818000000,628427928,Permanent,-9141712.431230735,6340681.538163464
171971011,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,32,31,31,31,1,PPB,BRAIDWD,Active,1729818000000,628427929,Permanent,-9817332.684753273,5045171.564705383
280810005,Mississippi DEQ,-6,2024-10-24 19:00:00 GMT-6,35,39,39,39,1,PPB,TUPELOAP,Active,1729818000000,628427930,Permanent,-9881479.650766969,4064420.459318269
391510022,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,12,17,17,17,1,PPB,Brewster,Active,1729818000000,628427942,Permanent,-9083484.879139971,4970068.3481858205
390830003,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,21,22,22,22,1,PPB,Centerburg WWTP,Active,1729818000000,628427946,Permanent,-9203846.51821191,4906548.588202122
060831014,Santa Barbara County Air Pollution Control District,-8,2024-10-24 17:00:00 GMT-8,,51,51,51,1,,Paradise Road,Active,1729818000000,628427948,Permanent,-13335028.593820717,4101732.567383767
060850002,San Francisco Bay Area AQMD,-8,2024-10-24 17:00:00 GMT-8,,43,43,43,1,,Gilroy - 9th Street,Active,1729818000000,628427949,Permanent,-13533631.916233145,4439046.990351717
061070006,National Park Service,-8,2024-10-24 17:00:00 GMT-8,,38,38,38,1,,Sequoia and Kings Canyon NP - Lower Kaweah,Active,1729818000000,628427951,Permanent,-13222217.310531324,4378950.525747026
482210001,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,37,34,34,34,1,PPB,Granbury C73,Active,1729818000000,628427952,Permanent,-10887413.553901773,3821457.6751779215
840060950007,San Francisco Bay Area AQMD,-8,2024-10-24 17:00:00 GMT-8,,41,41,41,1,,Benicia - Fitzgerald,Active,1729818000000,628427954,Permanent,-13598181.190886568,4586552.332049922
840080690015,Colorado Department of Public Health and Environment,-7,2024-10-24 18:00:00 GMT-7,63,61,61,61,1,PPB,Fossil Creek,Active,1729818000000,628427955,Permanent,-11690356.588214023,4936456.885487748
TPCD0061T,Thailand Pollution Control Department,7,2024-10-25 08:00:00 GMT+7,,,ND,-999,1,,Bodindecha Sing Singhaseni School,Active,1729818000000,628427956,Permanent,11200362.364825705,1547800.4267009932
180950011,Indiana Dept. of Environmental Management,-5,2024-10-24 20:00:00 GMT-5,19,26,26,26,1,PPB,Anderson-Eastside Elem. Sch,Active,1729818000000,628427962,Permanent,-9534751.163000798,4884224.053564488
000081001,Saskatchewan Environment,-6,2024-10-24 19:00:00 GMT-6,,20,20,20,1,,SWIFT CURRENT,Active,1729818000000,628427963,Permanent,-12002121.29371439,6495925.024848847
550410007,Wisconsin Dept. of Natural Resources,-6,2024-10-24 19:00:00 GMT-6,39,37,37,37,1,PPB,POTAWATOMI,Active,1729818000000,628427971,Permanent,-9886283.977350626,5710737.194353155
420479991,EPA Office of Atmospheric Protection,-5,2024-10-24 20:00:00 GMT-5,,32,32,32,1,,Kane Exp. Forest,Active,1729818000000,628427973,Permanent,-8768346.859110096,5100950.716716194
000061302,Ontario Ministry of the Environment,-5,2024-10-24 20:00:00 GMT-5,,,ND,-999,1,,St. Catharines,Active,1729818000000,628427974,Permanent,-8820372.023132334,5336365.8207171345
170314201,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,22,22,22,22,1,PPB,NORTHBRK,Active,1729818000000,628427976,Permanent,-9773784.499954944,5182063.965388963
170317002,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,36,31,31,31,1,PPB,EVANSTON,Active,1729818000000,628427977,Permanent,-9759780.508013148,5170301.260886158
040191030,Pima County Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,48,43,43,43,1,PPB,Green Valley,Active,1729818000000,628427979,Permanent,-12356062.72788651,3747490.393049184
840171190122,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,39,34,34,34,1,PPB,Maryville,Active,1729818000000,628427980,Permanent,-10013194.096787969,4683107.381970798
370630099,EPA Office of Air Quality Planning and Standards,-5,2024-10-24 20:00:00 GMT-5,6,8,8,8,1,PPB,Burdens Creek,Active,1729818000000,628427987,Permanent,-8780291.440472215,4285413.909683392
000055101,Canada-Quebec1,-5,2024-10-24 20:00:00 GMT-5,13,15,15,15,1,PPB,Senneterre,Active,1729818000000,628427990,Permanent,-8593831.293393482,6179111.418924387
060670006,Sacramento Metro. AQMD,-8,2024-10-24 17:00:00 GMT-8,48,39,39,39,1,PPB,Arden Arcade - Del Paso Manor,Active,1729818000000,628427994,Permanent,-13510624.737834463,4666502.31960435
170311003,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,11,12,12,12,1,PPB,CHI_TAFT,Active,1729818000000,628427995,Permanent,-9772949.715093484,5158643.225585773
482010024,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,31,36,36,36,1,PPB,Houston Aldine C8,Active,1729818000000,628427997,Permanent,-10611652.911308676,3490843.494752576
271095008,Minnesota Pollution Control Agency,-6,2024-10-24 19:00:00 GMT-6,35,31,31,31,1,PPB,Rochester,Active,1729818000000,628427998,Permanent,-10291453.527990904,5464622.032746201
130730001,Georgia Department of Natural Resources,-5,2024-10-24 20:00:00 GMT-5,,24,24,24,1,,Evans - Riverside Park,Active,1729818000000,628428008,Permanent,-9142825.626138669,3972798.62745865
240339991,EPA Office of Atmospheric Protection,-5,2024-10-24 20:00:00 GMT-5,,30,30,30,1,,Beltsville,Active,1729818000000,628428009,Permanent,-8551251.588165054,4725740.445718829
000061104,Ontario Ministry of the Environment,-5,2024-10-24 20:00:00 GMT-5,,,ND,-999,1,,Peterborough,Active,1729818000000,628428014,Permanent,-8721479.572374275,5512273.300897097
370770001,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,24,25,25,25,1,PPB,BUTNER,Active,1729818000000,628428015,Permanent,-8768419.884696057,4320055.440208492
390271002,Ohio EPA-DAPC,-5,2024-10-24 20:00:00 GMT-5,23,21,21,21,1,PPB,Wilmington,Active,1729818000000,628428016,Permanent,-9327293.376971183,4783459.367963202
840490353016,Utah Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,36,36,36,1,,Prison Site,Active,1729818000000,628428022,Permanent,-12477547.580620553,4984047.674642901
840320310031,Northern Nevada Public Health Air Quality Management Division,-8,2024-10-24 17:00:00 GMT-8,38,33,33,33,1,PPB,Reno4,Active,1729818000000,628428030,Permanent,-13335567.82543412,4796709.988519465
840211451027,Kentucky DEP,-5,2024-10-24 20:00:00 GMT-5,,31,31,31,1,,Paducah Transit,Active,1729818000000,628428032,Permanent,-9863799.6666002,4451275.299860338
800150201,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 19:00:00 GMT-6,,,ND,-999,1,,Villa de las Flores,Active,1729818000000,628428034,Permanent,-11031371.919395635,2232583.6802912485
CC0040203,Canada-New Brunswick1,-4,2024-10-24 21:00:00 GMT-4,22,26,26,26,1,PPB,FOREST HILLS,Active,1729818000000,628428039,Permanent,-7348014.017672835,5670263.958569585
170971007,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,39,31,31,31,1,PPB,ZION,Active,1729818000000,628428041,Permanent,-9774997.88240459,5231177.427413908
350439004,Pueblo of Jemez - Department of Resource Protection ,-7,2024-10-24 18:00:00 GMT-7,,,ND,-999,1,,Jemez Pueblo Department of Resource Protection,Active,1729818000000,628428044,Permanent,-11880505.863217646,4247514.293872396
764TPCD0022T,Thailand Pollution Control Department,7,2024-10-25 08:00:00 GMT+7,,,ND,-999,1,,Sukhothai Thammathirat University,Active,1729818000000,628428046,Permanent,11191576.362695357,1563647.7957706042
764TPCD0011T,Thailand Pollution Control Department,7,2024-10-25 08:00:00 GMT+7,,,ND,-999,1,,National Housing Huaykwang,Active,1729818000000,628428047,Permanent,11195311.576889435,1548476.195922714
170310032,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,29,28,28,28,1,PPB,CHI_SWFP,Active,1729818000000,628428061,Permanent,-9745498.551302845,5124469.070411243
340219991,EPA Office of Atmospheric Protection,-5,2024-10-24 20:00:00 GMT-5,,31,31,31,1,,Wash. Crossing,Active,1729818000000,628428067,Permanent,-8334813.102215693,4911458.38743078
180970087,Indiana Dept. of Environmental Management,-5,2024-10-24 20:00:00 GMT-5,3,6,6,6,1,PPB,Indpls - I-70 E,Active,1729818000000,628428072,Permanent,-9588045.70317655,4835172.966731858
840484531619,Capital Area Council of Governments,-6,2024-10-24 19:00:00 GMT-6,,,ND,-999,1,,East Austin C1619,Active,1729818000000,628428079,Permanent,-10878282.795308437,3535834.552491895
250130008,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,24,24,24,1,,CHICOPEE,Active,1729818000000,628428099,Permanent,-8076852.780158913,5190144.399456543
471650007,Tennessee Air Pollution Control Div.,-6,2024-10-24 19:00:00 GMT-6,18,26,26,26,1,PPB,HVILLE,Active,1729818000000,628428104,Permanent,-9646112.175964138,4341634.506784133
250270015,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,28,28,28,1,,Worcester,Active,1729818000000,628428106,Permanent,-8001177.456359172,5202142.181668485
800268012,Arizona Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,,ND,-999,1,,San Luis Rio Colorado,Active,1729818000000,628428107,Permanent,-12776000.033494914,3824729.7690830803
420710007,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,33,31,31,31,1,PPB,Lancaster,Active,1729818000000,628428110,Permanent,-8491818.112030525,4872730.918705676
000062501,Ontario Ministry of the Environment,-5,2024-10-24 20:00:00 GMT-5,,,ND,-999,1,,Tiverton,Active,1729818000000,628428111,Permanent,-9078073.52737302,5514237.122163568
060712002,South Coast AQMD,-8,2024-10-24 17:00:00 GMT-8,74,71,71,71,1,PPB,Fontana - Arrow Highway,Active,1729818000000,628428115,Permanent,-13079147.608532464,4042255.2449824344
260650018,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 20:00:00 GMT-5,7,17,17,17,1,PPB,LANSING,Active,1729818000000,628428117,Permanent,-9413495.294459317,5275721.691097473
011130003,Alabama Department of Environmental Management,-6,2024-10-24 19:00:00 GMT-6,14,24,24,24,1,PPB,PC South Girard School,Active,1729818000000,628428121,Permanent,-9462118.089564947,3820815.050621764
220330013,Louisiana Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,28,33,33,33,1,PPB,Pride,Active,1729818000000,628428124,Permanent,-10136318.685621398,3593952.9854606315
051130003,Arkansas Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,,44,44,44,1,,EAGLEMT,Active,1729818000000,628428128,Permanent,-10479988.670378024,4089986.533094588
220150008,Louisiana Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,45,42,42,42,1,PPB,Shreveport Airport,Active,1729818000000,628428133,Permanent,-10436113.206276763,3833929.256824028
360551007,New York Dept. of Environmental Conservation,-5,2024-10-24 20:00:00 GMT-5,1,8,8,8,1,PPB,Rochester,Active,1729818000000,628428135,Permanent,-8632615.003985858,5334236.261989315
484392003,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,47,40,40,40,1,PPB,Keller C17,Active,1729818000000,628428138,Permanent,-10829392.49946643,3885021.3816191615
420270100,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,24,32,32,32,1,PPB,State College,Active,1729818000000,628428141,Permanent,-8669216.852558687,4984562.881274263
482010416,Texas Commission on Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,38,37,37,37,1,PPB,Houston Park Place C416,Active,1729818000000,628428143,Permanent,-10608160.150965545,3463301.563012666
840380250004,North Dakota Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,35,31,31,31,1,PPB,Lake Ilo,Active,1729818000000,628428147,Permanent,-11426500.118007887,5998173.70054492
371010002,North Carolina DEQ - Division of Air Quality,-5,2024-10-24 20:00:00 GMT-5,18,23,23,23,1,PPB,JOHNSTON,Active,1729818000000,628428151,Permanent,-8734372.15051999,4244481.718742961
220190009,Louisiana Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,36,31,31,31,1,PPB,Vinton,Active,1729818000000,628428155,Permanent,-10417244.552587302,3532865.1457594796
081030006,National Park Service,-7,2024-10-24 18:00:00 GMT-7,,,ND,-999,1,,"Rangely, CO",Active,1729818000000,628428156,Permanent,-12107219.36080621,4878584.363548093
840180430008,Indiana Dept. of Environmental Management,-5,2024-10-24 20:00:00 GMT-5,14,28,28,28,1,PPB,New Albany - 4H Road,Active,1729818000000,628428160,Permanent,-9554919.249106288,4624418.083370922
010970003,Alabama Department of Environmental Management,-6,2024-10-24 19:00:00 GMT-6,16,26,26,26,1,PPB,Chickasaw,Active,1729818000000,628428161,Permanent,-9805855.645252487,3602876.283360758
840191930022,Iowa DNR,-6,2024-10-24 19:00:00 GMT-6,43,40,40,40,1,PPB,Stone State Park,Active,1729818000000,628428163,Permanent,-10738212.040391548,5244481.739369524
211930003,Kentucky DEP,-5,2024-10-24 20:00:00 GMT-5,21,19,19,19,1,PPB,HAZ2,Active,1729818000000,628428165,Permanent,-9264041.419663463,4478641.082761906
000064001,Canadian Air and Precipitation Monitoring Network,-6,2024-10-24 19:00:00 GMT-6,24,22,22,22,1,PPB,Experimental Lakes,Active,1729818000000,628428176,Permanent,-10432985.128585473,6388271.425372533
490471004,Utah Department of Environmental Quality,-7,2024-10-24 18:00:00 GMT-7,,58,58,58,1,,Vernal #4,Active,1729818000000,628428177,Permanent,-12196255.806488412,4933706.016632317
171570001,Illinois EPA,-6,2024-10-24 19:00:00 GMT-6,38,34,34,34,1,PPB,HOUSTON,Active,1729818000000,628428179,Permanent,-9995187.835193686,4604332.792536989
250092006,Massachusetts Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,,23,23,23,1,,LYNN,Active,1729818000000,628428180,Permanent,-7900555.879950623,5232354.729461064
480551604,Capital Area Council of Governments,-6,2024-10-24 19:00:00 GMT-6,,,ND,-999,1,,Lockhart C1604,Active,1729818000000,628428181,Permanent,-10872003.485471768,3486154.843182771
840484911629,Capital Area Council of Governments,-6,2024-10-24 19:00:00 GMT-6,29,27,27,27,1,PPB,CAPCOG Taylor Murphy Park,Active,1729818000000,628428184,Permanent,-10844350.944722285,3578213.397394017
420210011,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 20:00:00 GMT-5,18,23,23,23,1,PPB,Johnstown,Active,1729818000000,628428185,Permanent,-8784866.67154382,4911049.630718734
060990006,San Joaquin Valley Unified APCD,-8,2024-10-24 17:00:00 GMT-8,,35,35,35,1,,Turlock - S. Minaret Street,Active,1729818000000,628428193,Permanent,-13451379.725597845,4507389.834447263
550030010,Wisconsin Dept. of Natural Resources,-6,2024-10-24 19:00:00 GMT-6,18,24,24,24,1,PPB,Bad River Tribal School,Active,1729818000000,628428197,Permanent,-10096521.967662802,5879359.899264375
401431127,Oklahoma Department of Environmental Quality,-6,2024-10-24 19:00:00 GMT-6,43,41,41,41,1,PPB,Tulsa,Active,1729818000000,628428203,Permanent,-10684044.198810522,4329100.2362117395
000100119,Metro Vancouver,-8,2024-10-24 17:00:00 GMT-8,18,19,19,19,1,PPB,Burnaby South,Active,1729818000000,628428204,Permanent,-13690689.914125595,6311469.16459388
060371201,South Coast AQMD,-8,2024-10-24 17:00:00 GMT-8,63,74,74,74,1,PPB,Reseda,Active,1729818000000,628428205,Permanent,-13195044.334148176,4055581.1848897254
270031001,Minnesota Pollution Control Agency,-6,2024-10-24 19:00:00 GMT-6,13,14,14,14,1,PPB,East Bethel,Active,1729818000000,628428206,Permanent,-10375099.327331442,5684841.331741419
