AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_Measured,PM25_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
201030003,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,30,28,28,28,28,1,PPB,,,0,,,,0,,Leavenworth-U.S. Penitentiary,Active,1731106800000,632833745,Permanent,-10569930.366159357,4768692.300135305
201330003,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,31,27,27,27,27,1,PPB,7,7,1,UG/M3,3.7,23,1,UG/M3,Chanute,Active,1731106800000,632833748,Permanent,-10628333.023809139,4533891.070409457
201730010,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,29,28,28,28,26,1,PPB,7,7,1,UG/M3,4.7,28,1,UG/M3,WHlthDpt,Active,1731106800000,632833752,Permanent,-10832933.795107545,4537286.893321932
201730018,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,26,21,21,21,21,1,PPB,,,0,,,,0,,Sedgwick,Active,1731106800000,632833753,Permanent,-10852767.922740655,4564955.961516077
201770013,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,31,23,23,23,23,1,PPB,15,14,1,UG/M3,3.7,21,1,UG/M3,KNI-Topeka,Active,1731106800000,632833755,Permanent,-10654544.311111324,4725138.6079844795
201810003,Kansas Dept. of Health and Environment,-7,2024-11-08 16:00:00 GMT-7,,20,20,20,,0,,,5,1,,,20,1,,Goodland,Active,1731106800000,632833756,Permanent,-11321525.72687034,4770894.506172005
201910002,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,21,21,21,21,17,1,PPB,6,6,1,UG/M3,3.8,21,1,UG/M3,PECK,Active,1731106800000,632833757,Permanent,-10838778.068374192,4505790.614350889
201950001,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,29,24,24,24,24,1,PPB,6,6,1,UG/M3,3.5,24,1,UG/M3,Cedar Bluff,Active,1731106800000,632833758,Permanent,-11105633.151703827,4688822.223503732
202090021,Kansas Dept. of Health and Environment,-6,2024-11-08 17:00:00 GMT-6,28,26,26,26,26,1,PPB,16,15,1,UG/M3,3.4,20,1,UG/M3,WY/KC,Active,1731106800000,632833759,Permanent,-10534786.80291592,4738516.441995617
210130002,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,15,15,15,,1,,,,0,,2.8,15,1,UG/M3,MIDAIR,Active,1731106800000,632833760,Permanent,-9321549.068607269,4384620.854183843
210190017,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,18,18,18,,1,,,,0,,3.4,18,1,UG/M3,FIVCO,Active,1731106800000,632833763,Permanent,-9198763.670262288,4644500.019126574
210290006,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,SHEPVILL,Active,1731106800000,632833764,Permanent,-9541538.646312935,4577391.775496675
210373002,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,19,19,19,,1,,,,0,,3.3,19,1,UG/M3,NKU,Active,1731106800000,632833765,Permanent,-9403647.19306731,4724780.388213867
210430500,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,14,14,14,,1,,,,0,,2.6,14,1,UG/M3,GRAYSON,Active,1731106800000,632833766,Permanent,-9238215.297799425,4613144.521461253
210470006,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,15,15,15,,1,,,,0,,,15,1,,Hopkinsville,Active,1731106800000,632833767,Permanent,-9720819.57679143,4426801.447846166
210610501,National Park Service,-6,2024-11-08 17:00:00 GMT-6,38,32,32,32,32,1,PPB,,,0,,,,1,,Mammoth Cave NP,Active,1731106800000,632833769,Permanent,-9589962.624808012,4457438.113189877
210670012,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,1,,NEWTWN,Active,1731106800000,632833770,Permanent,-9406496.972031616,4588612.206576864
210890007,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,WORTH2002,Active,1731106800000,632833771,Permanent,-9209650.716461873,4657174.414643174
210910012,Kentucky DEP,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,LEWISPOR,Active,1731106800000,632833772,Permanent,-9673318.659514016,4570798.024102343
211110051,Louisville Metro Air Pollution Control District ,-5,2024-11-08 18:00:00 GMT-5,,26,26,26,,1,,12,10,1,UG/M3,4.6,26,1,UG/M3,WATSON,Active,1731106800000,632833777,Permanent,-9561910.113128107,4588018.377750651
211110067,Louisville Metro Air Pollution Control District ,-5,2024-11-08 18:00:00 GMT-5,27,27,27,27,26,1,PPB,14,11,1,UG/M3,5.2,27,1,UG/M3,Cannons Lane,Active,1731106800000,632833778,Permanent,-9535004.19220337,4611769.849353287
211110075,Louisville Metro Air Pollution Control District ,-5,2024-11-08 18:00:00 GMT-5,,37,37,37,,0,,14,13,1,UG/M3,7.1,37,1,UG/M3,Near Road,Active,1731106800000,632833779,Permanent,-9541427.326822145,4606797.0515656015
211110080,Louisville Metro Air Pollution Control District ,-5,2024-11-08 18:00:00 GMT-5,,30,30,30,,1,,13,11,1,UG/M3,5.8,30,1,UG/M3,Carrithers Middle School,Active,1731106800000,632833780,Permanent,-9526098.63293991,4605239.118234205
211111041,Louisville Metro Air Pollution Control District ,-5,2024-11-08 18:00:00 GMT-5,,27,27,27,,1,,15,13,1,UG/M3,5.1,27,1,UG/M3,Algonquin Parkway,Active,1731106800000,632833782,Permanent,-9554190.106441593,4612192.15178792
211130001,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,NICHVILL,Active,1731106800000,632833783,Permanent,-9416426.670610378,4564363.6275219275
211390003,Kentucky DEP,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,SMITHLD,Active,1731106800000,632833785,Permanent,-9839874.88163891,4460817.670028095
211759991,EPA Office of Atmospheric Protection,-5,2024-11-08 18:00:00 GMT-5,40,35,35,35,35,1,PPB,,,0,,,,0,,Crockett,Active,1731106800000,632833787,Permanent,-9246887.08613222,4568328.211603512
211850004,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,BUCKNER,Active,1731106800000,632833789,Permanent,-9511504.647696912,4635888.666505155
211930003,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,26,26,26,,1,,,,0,,4.6,26,1,UG/M3,HAZ2,Active,1731106800000,632833790,Permanent,-9264041.419663463,4478641.082761906
211950002,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,25,25,25,,1,,,,0,,4.3,25,1,UG/M3,PIKE2001,Active,1731106800000,632833791,Permanent,-9187787.568470074,4506618.2504288815
211990003,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,19,19,19,,1,,,,0,,3.1,19,1,UG/M3,SOMERST,Active,1731106800000,632833792,Permanent,-9418931.581792206,4452747.766955208
212130004,Kentucky DEP,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,FRANKLN,Active,1731106800000,632833793,Permanent,-9636527.567806836,4398566.84556675
212270009,Kentucky DEP,-5,2024-11-08 18:00:00 GMT-5,,14,14,14,,1,,,,0,,,14,1,,Smiths Grove,Active,1731106800000,632833797,Permanent,-9597395.427208278,4445975.221991601
212299991,EPA Office of Atmospheric Protection,-5,2024-11-08 18:00:00 GMT-5,38,32,32,32,32,1,PPB,,,0,,,,0,,Mackville,Active,1731106800000,632833798,Permanent,-9467555.712731726,4537779.337216186
220050004,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,23,22,22,22,22,1,PPB,,,0,,,,0,,Dutchtown,Active,1731106800000,632833799,Permanent,-10126244.271704605,3533071.287332809
220150008,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,8,52,52,52,8,1,PPB,,,0,,9.9,52,1,UG/M3,Shreveport Airport,Active,1731106800000,632833800,Permanent,-10436113.206276763,3833929.256824028
220170001,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,,7,7,7,7,1,,,,0,,,,0,,Dixie,Active,1731106800000,632833801,Permanent,-10448636.648991005,3853342.3889373406
220190002,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,17,16,16,16,16,1,PPB,,,0,,,,0,,Carlyss,Active,1731106800000,632833802,Permanent,-10394112.362400461,3521983.0534448056
220190008,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,,41,41,41,,0,,,,0,,7.3,41,1,UG/M3,Westlake,Active,1731106800000,632833803,Permanent,-10384438.698650524,3537336.5940169194
220190009,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,17,16,16,16,16,1,PPB,,,0,,,,0,,Vinton,Active,1731106800000,632833804,Permanent,-10417244.552587302,3532865.1457594796
220330003,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,22,21,21,21,21,1,PPB,,,0,,,,0,,LSU,Active,1731106800000,632833805,Permanent,-10150322.67756319,3557613.2517768447
220330009,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,18,51,51,51,18,1,PPB,,,0,,10,51,1,UG/M3,Capitol,Active,1731106800000,632833806,Permanent,-10149766.080109226,3563100.7757253842
220330013,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,19,16,16,16,16,1,PPB,,,0,,,,0,,Pride,Active,1731106800000,632833807,Permanent,-10136318.685621398,3593952.9854606315
220470009,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,28,27,27,27,27,1,PPB,,,0,,,,0,,Bayou Plaquemine,Active,1731106800000,632833810,Permanent,-10165172.697635014,3532001.964348138
220470012,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,20,19,19,19,19,1,PPB,,,0,,,,0,,Carville,Active,1731106800000,632833811,Permanent,-10144355.952856671,3528961.9726096485
220511001,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,29,45,45,45,21,1,PPB,,,0,,6.9,45,1,UG/M3,Kenner,Active,1731106800000,632833812,Permanent,-10049122.128483027,3508833.960025412
220550007,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,31,54,54,54,26,1,PPB,,,0,,12.2,54,1,UG/M3,Lafayette,Active,1731106800000,632833813,Permanent,-10246157.738506611,3532607.473509503
220570004,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,22,51,51,51,19,1,PPB,,,0,,9.5,51,1,UG/M3,Thibodaux,Active,1731106800000,632833814,Permanent,-10103946.977698714,3473237.3481276515
220630002,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,26,55,55,55,24,1,PPB,,,0,,11.1,55,1,UG/M3,French Settlement,Active,1731106800000,632833815,Permanent,-10109078.806224283,3544104.7586655035
220710012,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,,32,32,32,,0,,,,0,,6.1,32,1,UG/M3,City Park,Active,1731106800000,632833816,Permanent,-10030041.967761058,3502688.650044368
220710021,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,,39,39,39,,0,,,,0,,6.3,39,1,UG/M3,I-610 New Orleans Near Road,Active,1731106800000,632833817,Permanent,-10031911.022011478,3503037.362123514
220730004,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,14,11,11,11,11,1,PPB,,,0,,,,1,,Monroe,Active,1731106800000,632833818,Permanent,-10246524.647548266,3830404.344006844
220770001,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,22,20,20,20,20,1,PPB,,,0,,,,0,,New Roads,Active,1731106800000,632833819,Permanent,-10170827.727767313,3591480.4566236953
220870004,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,34,28,28,28,28,1,PPB,,,0,,,,0,,Meraux,Active,1731106800000,632833821,Permanent,-10009848.389492178,3495839.8605324975
220870007,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,,46,46,46,,0,,,,0,,7.8,46,1,UG/M3,Chalmette Vista,Active,1731106800000,632833822,Permanent,-10016093.635564663,3496237.9738154076
220930002,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,21,17,17,17,17,1,PPB,,,0,,,,0,,Convent,Active,1731106800000,632833824,Permanent,-10109724.459270883,3502907.1563140242
220950002,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,27,20,20,20,20,1,PPB,,,0,,,,0,,Garyville,Active,1731106800000,632833825,Permanent,-10089631.291182699,3509901.3346599364
220990001,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,30,25,25,25,25,1,PPB,,,0,,,,0,,St. Martinville,Active,1731106800000,632833826,Permanent,-10226876.534784272,3504692.235648251
221030002,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,16,17,17,17,17,1,PPB,,,0,,,,1,,Madisonville,Active,1731106800000,632833827,Permanent,-10040984.67370604,3558852.5775040854
221210001,Louisiana Department of Environmental Quality,-6,2024-11-08 17:00:00 GMT-6,15,16,16,16,16,1,PPB,,,0,,,,0,,Port Allen,Active,1731106800000,632833828,Permanent,-10153573.206694355,3568228.9317251956
230010011,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,19,19,19,,0,,4,4,1,UG/M3,3,19,1,UG/M3,Lewiston,Active,1731106800000,632833829,Permanent,-7816201.643370678,5479280.504050838
230010014,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,DURHAM,Active,1731106800000,632833830,Permanent,-7806267.380692794,5461488.958259148
230030014,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,11,11,11,,0,,2,3,1,UG/M3,1.7,11,1,UG/M3,Madawaska PSB,Active,1731106800000,632833831,Permanent,-7605470.062436323,6000262.13745417
230031008,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,8,8,8,,0,,4,6,1,UG/M3,1.1,8,1,UG/M3,Presque Isle Regional Office,Active,1731106800000,632833832,Permanent,-7574059.375677656,5892980.228079944
230031011,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,10,10,10,,0,,5,8,1,UG/M3,1.3,10,1,UG/M3,Presque Isle Riverside,Active,1731106800000,632833833,Permanent,-7571528.193096,5890370.486692469
230031100,Aroostook Band of Micmacs,-5,2024-11-08 18:00:00 GMT-5,24,25,25,25,25,1,PPB,,,0,,3,19,1,UG/M3,MICMAC,Active,1731106800000,632833834,Permanent,-7573409.603809898,5892658.857359962
230039991,EPA Office of Atmospheric Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Ashland,Active,1731106800000,632833835,Permanent,-7615755.983385622,5877674.641827913
230050029,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,30,27,27,27,27,1,PPB,,,0,,1,12,1,UG/M3,Portland - Deering Oaks,Active,1731106800000,632833836,Permanent,-7822305.625009345,5413014.4385377765
230052003,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,31,29,29,29,29,1,PPB,,,0,,,,0,,Cape Elizabeth,Active,1731106800000,632833837,Permanent,-7815443.223679901,5397761.970090986
230090102,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Bar Harbor - Cadillac Mtn.,Active,1731106800000,632833838,Permanent,-7595019.27732116,5520025.416147733
230090103,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,27,27,27,27,27,1,PPB,4,4,1,UG/M3,1.9,12,1,UG/M3,Acadia NP - McFarland,Active,1731106800000,632833839,Permanent,-7598768.85172955,5523977.845683977
230112001,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Gardiner High School,Active,1731106800000,632833840,Permanent,-7768898.206869926,5500591.816753486
230130004,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,31,29,29,29,29,1,PPB,,,0,,,,0,,Port Clyde,Active,1731106800000,632833841,Permanent,-7710077.321893235,5452753.987736921
230172011,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,34,34,34,,0,,,,0,,7,34,1,UG/M3,Rumford,Active,1731106800000,632833842,Permanent,-7853178.193349515,5551172.9207727555
230173002,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Bethel Smith Farm Road,Active,1731106800000,632833844,Permanent,-7887508.790351689,5524094.032507772
230190017,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,11,11,11,,0,,3,4,1,UG/M3,1.7,11,1,UG/M3,Bangor MSS,Active,1731106800000,632833846,Permanent,-7655748.846286994,5592820.201273756
230194008,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Holden,Active,1731106800000,632833847,Permanent,-7644436.670952073,5580128.2706054775
230310040,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,30,25,25,25,25,1,PPB,,,0,,,,0,,Shapleigh Ball Park,Active,1731106800000,632833854,Permanent,-7890029.620220702,5402040.823164996
230312002,Maine Dept. of Environmental Protection,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Kennebunkport,Active,1731106800000,632833855,Permanent,-7844839.250294192,5364335.1002408
361192004,New York Dept. of Environmental Conservation,-5,2024-11-08 18:00:00 GMT-5,35,32,32,32,32,1,PPB,,,0,,4.2,16,1,UG/M3,White Plains,Active,1731106800000,632833862,Permanent,-8211393.1827731915,5020044.203505097
240051007,Maryland Department of the Environment,-5,2024-11-08 18:00:00 GMT-5,40,41,41,41,33,1,PPB,,,0,,9,41,1,UG/M3,Padonia,Active,1731106800000,632833863,Permanent,-8530590.57935433,4788067.122419716
450910008,South Carolina DES,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,York Landfill,Active,1731106800000,632833864,Permanent,-9039921.888849366,4160755.9750444414
450MAD010001,U.S. Department of State Madagascar- Antananarivo,3,2024-11-09 02:00:00 GMT+3,,134,134,134,,0,,,,0,,37,134,1,UG/M3,Antananarivo,Active,1731106800000,632833866,Permanent,5291851.40678015,-2144163.8755817036
458MY1010001,U.S. Department of State Malaysia - Kuala Lumpur,8,2024-11-09 07:00:00 GMT+8,,,ND,-999,,0,,,,0,,,,1,,Kuala Lumpur,Active,1731106800000,632833867,Permanent,11323580.016753439,351585.7226591661
460110003,South Dakota Department of Agriculture and Natural Resources,-6,2024-11-08 17:00:00 GMT-6,32,26,26,26,26,1,PPB,17,13,1,UG/M3,1.2,12,1,UG/M3,Research Farm,Active,1731106800000,632833868,Permanent,-10776539.229752181,5519548.898382077
460290002,South Dakota Department of Agriculture and Natural Resources,-6,2024-11-08 17:00:00 GMT-6,15,42,42,42,13,1,PPB,,,1,,13.1,42,1,UG/M3,Watertown,Active,1731106800000,632833869,Permanent,-10812328.78000069,5605737.242954989
460330132,South Dakota Department of Agriculture and Natural Resources,-7,2024-11-08 16:00:00 GMT-7,34,33,33,33,33,1,PPB,6,6,1,UG/M3,4.4,25,1,UG/M3,WIND CAVE,Active,1731106800000,632833870,Permanent,-11519748.113985272,5397235.067523274
460650003,South Dakota Department of Agriculture and Natural Resources,-6,2024-11-08 17:00:00 GMT-6,,7,7,7,,0,,,,0,,1.9,7,1,UG/M3,Pierre,Active,1731106800000,632833871,Permanent,-11163927.71812805,5523469.818272552
460710001,South Dakota Department of Agriculture and Natural Resources,-7,2024-11-08 16:00:00 GMT-7,29,25,25,25,25,1,PPB,5,4,1,UG/M3,2.9,17,1,UG/M3,Badlands,Active,1731106800000,632833872,Permanent,-11348032.344781598,5426364.334335203
460930001,South Dakota Department of Agriculture and Natural Resources,-7,2024-11-08 16:00:00 GMT-7,38,35,35,35,35,1,PPB,26,24,1,UG/M3,,,0,,Black Hawk,Active,1731106800000,632833873,Permanent,-11501058.350717515,5489558.887262241
461030020,South Dakota Department of Agriculture and Natural Resources,-7,2024-11-08 16:00:00 GMT-7,,26,26,26,,0,,9,13,1,UG/M3,3.2,26,1,UG/M3,Credit Union,Active,1731106800000,632833876,Permanent,-11496384.267938087,5478977.0466720825
466ML1010001,U.S. Department of State Mali - Bamako,0,2024-11-08 23:00:00 GMT+0,,,ND,-999,,0,,,,0,,,,1,,Bamako,Active,1731106800000,632833881,Permanent,-894664.8400708591,1417779.7668037438
470010101,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Freels,Active,1731106800000,632833882,Permanent,-9375672.49371147,4295806.494109934
470090011,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,18,18,18,,0,,,,0,,1.1,18,1,UG/M3,MARYVILL,Active,1731106800000,632833883,Permanent,-9344402.960067129,4268786.466629076
470090101,National Park Service,-5,2024-11-08 18:00:00 GMT-5,,33,33,33,33,1,,,,0,,,31,1,,Look Rock - GSMNP,Active,1731106800000,632833884,Permanent,-9344333.941982837,4250302.539363271
470090102,National Park Service,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Cades Cove - GSMNP,Active,1731106800000,632833885,Permanent,-9326747.688827315,4246145.081524386
470259991,EPA Office of Atmospheric Protection,-5,2024-11-08 18:00:00 GMT-5,24,21,21,21,21,1,PPB,,,0,,,,0,,Speedwell,Active,1731106800000,632833886,Permanent,-9331912.913200123,4365486.863081371
470370011,Davidson County PCD,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,EAST HEALTH CENTER,Active,1731106800000,632833887,Permanent,-9656342.437168041,4328824.455777291
470370023,Davidson County PCD,-6,2024-11-08 17:00:00 GMT-6,,23,23,23,,0,,10,10,1,UG/M3,4.1,23,1,UG/M3,LOCKELAND,Active,1731106800000,632833888,Permanent,-9655696.78412144,4324962.338197875
470370026,Davidson County PCD,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,0,,PERCY PRIEST DAM,Active,1731106800000,632833889,Permanent,-9642616.74395323,4321363.535574614
470419991,EPA Office of Atmospheric Protection,-6,2024-11-08 17:00:00 GMT-6,21,18,18,18,18,1,PPB,,,0,,,,0,,Edgar Evins,Active,1731106800000,632833890,Permanent,-9543765.0361288,4305961.5064127315
470450004,Tennessee Air Pollution Control Div.,-6,2024-11-08 17:00:00 GMT-6,,23,23,23,,0,,,,0,,4.9,23,1,UG/M3,DYERSBURG,Active,1731106800000,632833891,Permanent,-9949947.5941353,4307889.004880613
470651011,Chattanooga-Hamilton County Air Pollution Control Bureau,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,2A-Ozone,Active,1731106800000,632833892,Permanent,-9482401.725301882,4195679.43479136
368IRQ010001,U.S. Department of State Iraq - Baghdad,3,2024-11-09 02:00:00 GMT+3,,100,100,100,,0,,,,0,,31.6,100,1,UG/M3,Baghdad,Active,1731106800000,632833893,Permanent,4938299.590825805,3936896.913313017
470654002,Chattanooga-Hamilton County Air Pollution Control Bureau,-5,2024-11-08 18:00:00 GMT-5,,34,34,34,,0,,,,0,,6.1,34,1,UG/M3,3A-PM2.5,Active,1731106800000,632833894,Permanent,-9494758.522738406,4170814.8178863823
470654003,Chattanooga-Hamilton County Air Pollution Control Bureau,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,1A-Ozone,Active,1731106800000,632833895,Permanent,-9480234.89141359,4177856.3698933697
470890002,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,NMARKET,Active,1731106800000,632833896,Permanent,-9306465.277604781,4316374.074732514
470930021,Knox County Dept. of Air Quality Management ,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,EASTKNOX,Active,1731106800000,632833897,Permanent,-9324610.354604084,4312323.552971389
470931013,Knox County Dept. of Air Quality Management ,-5,2024-11-08 18:00:00 GMT-5,,19,19,19,,0,,,,0,,3.7,19,1,UG/M3,AIR LAB,Active,1731106800000,632833898,Permanent,-9343111.653973926,4297911.020889678
470931020,Knox County Dept. of Air Quality Management ,-5,2024-11-08 18:00:00 GMT-5,,21,21,21,,1,,,,0,,4,21,1,UG/M3,SPRINGHILL,Active,1731106800000,632833899,Permanent,-9337044.741725693,4303139.716073086
471050109,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,21,21,21,,1,,,,0,,3,21,1,UG/M3,LOUDONMS,Active,1731106800000,632833901,Permanent,-9388875.09663904,4262120.752956939
471071002,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,16,16,16,,0,,,,0,,,16,1,,ATHENS,Active,1731106800000,632833902,Permanent,-9417539.86551831,4225354.070099444
471192007,Tennessee Air Pollution Control Div.,-6,2024-11-08 17:00:00 GMT-6,,22,22,22,,0,,,,0,,3.2,22,1,UG/M3,Columbia,Active,1731106800000,632833904,Permanent,-9685864.366126416,4252825.719230399
471410005,Tennessee Air Pollution Control Div.,-6,2024-11-08 17:00:00 GMT-6,,39,39,39,,0,,,,0,,8.9,39,1,UG/M3,Cookeville,Active,1731106800000,632833906,Permanent,-9516937.038847623,4326203.582552236
471450004,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,16,16,16,,0,,,,0,,0.9,16,1,UG/M3,Harriman,Active,1731106800000,632833907,Permanent,-9411383.89767744,4292176.11237217
471550101,National Park Service,-5,2024-11-08 18:00:00 GMT-5,36,32,32,32,32,1,PPB,,,0,,,,0,,Cove Mountain - GSMNP,Active,1731106800000,632833909,Permanent,-9307300.173785731,4258967.614643052
471550102,National Park Service,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,Clingmans Dome - GSMNP,Active,1731106800000,632833910,Permanent,-9294965.974205835,4240629.025881179
471570075,Shelby County Health Department,-6,2024-11-08 17:00:00 GMT-6,24,53,53,53,20,1,PPB,,,0,,10.6,53,1,UG/M3,SHELBY FARMS,Active,1731106800000,632833912,Permanent,-10002080.738063606,4184500.4768591085
471631007,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,23,23,23,,0,,,,0,,4.9,23,1,UG/M3,Kingsport,Active,1731106800000,632833914,Permanent,-9186273.623395283,4375292.054908763
471632002,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,BVILLE,Active,1731106800000,632833915,Permanent,-9175598.084228208,4375292.054908763
471632003,Tennessee Air Pollution Control Div.,-5,2024-11-08 18:00:00 GMT-5,,,ND,-999,,1,,,,0,,,,0,,KSPORT,Active,1731106800000,632833916,Permanent,-9182277.253675805,4380988.170786504
471650007,Tennessee Air Pollution Control Div.,-6,2024-11-08 17:00:00 GMT-6,,,ND,-999,,1,,,,0,,,,1,,HVILLE,Active,1731106800000,632833919,Permanent,-9646112.175964138,4341634.506784133
